P/S MONTH	P/S CODE	P/L FROM	P/L TO	PART NO.	PART COLOR	PART NAME	DATE	QTY(M/S)	QTY(ADJ)	QTY(TOTAL)	FIX_TYPE
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	02/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	03/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	04/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	05/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	06/12/2019	    1151	       0	      1151	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	09/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	10/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	11/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	12/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	13/12/2019	     810	       0	       810	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	16/12/2019	     960	       0	       960	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	17/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	18/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	19/12/2019	     930	       0	       930	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	20/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	25/12/2019	    1020	       0	      1020	0
12/2019	G4AM07	1PM003	AM    	255605T0 0033     	           	WARMER COMP,CVTF              	26/12/2019	     690	       0	       690	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	28/11/2019	    1197	       0	      1197	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	29/11/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	02/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	03/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	04/12/2019	    1050	       0	      1050	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	05/12/2019	     840	       0	       840	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	06/12/2019	    1129	       0	      1129	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	09/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	10/12/2019	    1140	       0	      1140	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	11/12/2019	     720	       0	       720	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	12/12/2019	     690	       0	       690	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	13/12/2019	    1080	       0	      1080	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	16/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	17/12/2019	    1020	       0	      1020	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	18/12/2019	     836	       0	       836	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	19/12/2019	    1110	       0	      1110	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	20/12/2019	    1200	       0	      1200	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	25/12/2019	     900	       0	       900	0
12/2019	G4AM07	1PM003	AM    	25560R3W 0032     	           	WARMER COMP,CVTF              	26/12/2019	     510	       0	       510	0
12/2019	G4AM07	1PM003	AM    	913025T0 0031     	           	O-RING,CVTF WARMER            	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PM003	AM    	913025T0 0031     	           	O-RING,CVTF WARMER            	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PM003	AM    	913025T0 0031     	           	O-RING,CVTF WARMER            	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PM003	AM    	913035T0 0031     	           	O-RING,CVTF WARMER            	04/12/2019	     120	       0	       120	0
12/2019	G4AM07	1PM003	AM    	913035T0 0031     	           	O-RING,CVTF WARMER            	12/12/2019	     150	       0	       150	0
12/2019	G4AM07	1PM003	AM    	913035T0 0031     	           	O-RING,CVTF WARMER            	18/12/2019	     244	       0	       244	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	28/11/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	29/11/2019	    8205	       0	      8205	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	02/12/2019	    7320	       0	      7320	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	03/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	04/12/2019	    8204	       0	      8204	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	05/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	06/12/2019	    8209	       0	      8209	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	09/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	10/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	11/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	12/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	13/12/2019	    6750	       0	      6750	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	16/12/2019	    7680	       0	      7680	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	17/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	18/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	19/12/2019	    7230	       0	      7230	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	20/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	25/12/2019	    7860	       0	      7860	0
12/2019	G4AM07	1PN002	AM    	225445T0 0030     	           	PLATE,RVS BRAKE               	26/12/2019	    6330	       0	      6330	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	28/11/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	29/11/2019	    8205	       0	      8205	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	02/12/2019	    7320	       0	      7320	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	03/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	04/12/2019	    8204	       0	      8204	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	05/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	06/12/2019	    8209	       0	      8209	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	09/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	10/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	11/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	12/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	13/12/2019	    6750	       0	      6750	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	16/12/2019	    7680	       0	      7680	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	17/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	18/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	19/12/2019	    7230	       0	      7230	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	20/12/2019	    8220	       0	      8220	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	25/12/2019	    7860	       0	      7860	0
12/2019	G4AM07	1PN002	AM    	225455T0 0031     	           	DISK,RVS BRAKE                	26/12/2019	    6330	       0	      6330	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PN002	AM    	910025T0 0150     	           	BRG,BALL 29X69X10             	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	29/11/2019	    2335	       0	      2335	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	02/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	03/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	04/12/2019	    2336	       0	      2336	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	05/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	06/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	09/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	10/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	11/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	12/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	13/12/2019	    1890	       0	      1890	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	16/12/2019	    2160	       0	      2160	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	17/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	18/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	19/12/2019	    2040	       0	      2040	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	20/12/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	25/12/2019	    2220	       0	      2220	0
12/2019	G4AM07	1PN002	AM    	910035T0 0050     	           	BRG,BALL 35X95X19.5           	26/12/2019	    1800	       0	      1800	0
12/2019	G4AM07	1PN002	AM    	91003RY0 0030     	           	BRG,BALL 40X75X16             	28/11/2019	    2340	       0	      2340	0
12/2019	G4AM07	1PN002	AM    	91003RY0 0030     	           	BRG,BALL 40X75X16             	29/11/2019	    2335	       0	      2335	0
